33.06053787,-106.8722933,0,0,0,0,0.841470985,0.977061264,0.984182561,0.930710107,54.03023059,21.29584152,17.71572371,17.71572371,0,0,0
33.06901618,-106.9918495,390,0,0,0,0.909297427,0.348710127,0.680828782,0.810639311,41.61468365,93.72306267,73.24426051,73.24426051,0,1,1
32.972994,-107.0635802,780,0,0,0,0.141120008,-0.600243493,-0.24847584,-0.054729528,98.99924966,79.98173223,96.8638094,96.8638094,0,2,2
32.86075369,-107.0215366,1170,0,0,0,-0.756802495,-0.997336013,-0.94933292,-0.869780292,65.36436209,7.294433966,31.42721863,31.42721863,0,3,3
32.83548847,-106.9043733,1560,0,0,0,-0.958924275,-0.477482402,-0.777377692,-0.885159067,28.36621855,87.86413122,62.90341201,62.90341201,0,4,4
32.92042706,-106.8198098,1950,0,0,0,-0.279415498,0.481366327,0.109295001,-0.086726677,96.01702867,87.65195143,99.40093575,99.40093575,0,5,5
33.03747732,-106.8455933,2340,0,0,0,0.656986599,0.997649076,0.895482374,0.791441819,75.39022543,6.85297173,44.50969757,44.50969757,0,6,6
33.07902378,-106.9580186,2730,0,0,0,0.989358247,0.596697865,0.858367382,0.941962357,14.55000338,80.24659858,51.30355129,51.30355129,0,7,7
33.00686881,-107.0537224,3120,0,0,0,0.412118485,-0.352854611,0.032073378,0.226447048,91.11302619,93.56781623,99.94855169,99.94855169,0,8,8
32.88735136,-107.044715,3510,0,0,0,-0.544021111,-0.977994185,-0.823708742,-0.697262633,83.90715291,20.86321515,56.7013146,56.7013146,0,9,9
32.83035522,-106.9392779,3900,0,0,0,-0.999990207,-0.703970415,-0.922176843,-0.979912264,0.442569799,71.02292972,38.67684964,38.67684964,0,10,10
32.88828239,-106.8343494,4290,0,0,0,-0.536572918,0.217280508,-0.172799807,-0.361635079,84.38539587,97.61092055,98.49569669,98.49569669,0,11,11
33.00787488,-106.8264003,4680,0,0,0,0.420167037,0.938764734,0.735448575,0.58912773,90.74467815,34.45588118,67.75805444,67.75805444,0,12,12
33.07917992,-106.9227389,5070,0,0,0,0.990607356,0.797152993,0.967528929,0.998249221,13.67372182,60.37773645,25.27603058,25.27603058,0,13,13
33.03663998,-107.0347921,5460,0,0,0,0.65028784,-0.077357533,0.310067648,0.489584982,75.96879129,99.70034163,95.07144965,95.07144965,0,14,14
32.91936609,-107.0595385,5850,0,0,0,-0.287903317,-0.8807459,-0.632468399,-0.469201432,95.76594803,47.35891251,77.45861636,77.45861636,0,15,15
32.83517931,-106.9742265,6240,0,0,0,-0.961397492,-0.874380548,-0.993515916,-0.996606213,27.51633381,48.52408237,11.36931159,11.36931159,0,16,16
32.86148059,-106.8572915,6630,0,0,0,-0.750987247,-0.064113753,-0.441129482,-0.607735838,66.03167082,99.79425969,89.7443469,89.7443469,0,17,17
32.97408865,-106.816243,7020,0,0,0,0.14987721,0.805098931,0.516829363,0.339884063,98.87046182,59.31405488,85.60884354,85.60884354,0,18,18
33.06947216,-106.8888208,7410,0,0,0,0.912945251,0.934107371,0.999617676,0.975016125,40.80820618,35.69921845,2.764964238,2.764964238,0,19,19
33.05993595,-107.0082973,7800,0,0,0,0.836655639,0.204301801,0.563362107,0.713722857,54.77292602,97.89079497,82.62101043,82.62101043,0,20,20
32.95424759,-107.0648262,8190,0,0,0,-0.008851309,-0.713337902,-0.390845985,-0.203763913,99.99608264,70.08202604,92.04560914,92.04560914,0,21,21
32.84957645,-107.0064352,8580,0,0,0,-0.846220404,-0.975138028,-0.985712081,-0.933911082,53.28330203,22.15983443,16.84389929,16.84389929,0,22,22
